series_id,seed,origin,alpha,global_alpha,F0_loss,GLOBAL_loss,INDIVIDUAL_loss,LORA_loss,mean_SHUFFLED_loss
T107,24000,60,1.0,1.0,1.4031521243510465,1.3997913669298092,1.3997913669298092,1.3997913669298092,1.4007105905084123
T107,24000,72,1.0,1.0,0.9492928033046819,0.9473476723677547,0.9473476723677547,0.9473476723677547,0.9478751437017167
T108,24000,60,1.0,1.0,0.7356417091205847,0.7456587428180178,0.7456587428180178,0.7456587428180178,0.7423101376619655
T108,24000,72,1.0,1.0,0.41847542162419243,0.3809469504311502,0.3809469504311502,0.3809469504311502,0.393282679965396
T109,24000,60,1.0,1.0,0.5376860409601071,0.523000060009643,0.523000060009643,0.523000060009643,0.5293849663620203
T109,24000,72,1.0,1.0,0.8432905480310455,0.849194885794107,0.849194885794107,0.849194885794107,0.8466124195193071
T11,24000,60,0.9,1.0,0.6016901571312936,0.6049326795850568,0.6043828675846276,0.6049326795850568,0.6041384840874949
T11,24000,72,0.9,1.0,0.7103541144104054,0.7263538783891866,0.7245419733446102,0.7263538783891866,0.7224798048460517
T110,24000,60,1.0,1.0,0.43553024920238154,0.42934380026443947,0.42934380026443947,0.42934380026443947,0.4319268188017311
T110,24000,72,1.0,1.0,0.38298711158562376,0.36978568170840276,0.36978568170840276,0.36978568170840276,0.3753191757087523
T111,24000,60,1.0,1.0,0.7863098761395667,0.7607682565495766,0.7607682565495766,0.7607682565495766,0.7662109649232661
T111,24000,72,1.0,1.0,0.5899571955264231,0.5524374001551177,0.5524374001551177,0.5524374001551177,0.5605041561599483
T112,24000,60,1.0,1.0,0.5875985509741596,0.5860492708963128,0.5860492708963128,0.5860492708963128,0.586533184665265
T112,24000,72,1.0,1.0,0.5824448581105843,0.5842584898352492,0.5842584898352492,0.5842584898352492,0.5836586093345453
T113,24000,60,1.0,1.0,0.4117207215065141,0.415734819505316,0.415734819505316,0.415734819505316,0.4146666955161038
T113,24000,72,1.0,1.0,0.26560035702828444,0.2594874932848025,0.2594874932848025,0.2594874932848025,0.2610096170010875
T114,24000,60,1.0,1.0,0.5669548653063847,0.5592975205639407,0.5592975205639407,0.5592975205639407,0.5615131937162253
T114,24000,72,1.0,1.0,0.4193733677122499,0.41396606367903704,0.41396606367903704,0.41396606367903704,0.4154548382596306
T115,24000,60,0.0,1.0,0.5716310577178523,0.5524203895458254,0.5716310577178523,0.5524203895458254,0.5575683317697602
T115,24000,72,0.0,1.0,0.6128478765735582,0.6239419641064802,0.6128478765735582,0.6239419641064802,0.620853812647829
T116,24000,60,1.0,1.0,1.2581707394079116,1.3136522849092342,1.3136522849092342,1.3136522849092342,1.2950443671267415
T116,24000,72,1.0,1.0,0.6083086681919327,0.5442990450537378,0.5442990450537378,0.5442990450537378,0.5657219972328962
T117,24000,60,1.0,1.0,0.7278377977940103,0.7296416193134195,0.7296416193134195,0.7296416193134195,0.7292024446880658
T117,24000,72,1.0,1.0,0.6546984524500219,0.656159195592929,0.656159195592929,0.656159195592929,0.6558156193495444
T118,24000,60,1.0,1.0,0.7839480748389517,0.7429504540021268,0.7429504540021268,0.7429504540021268,0.7546216463824396
T118,24000,72,1.0,1.0,0.537363644572294,0.5195856360005895,0.5195856360005895,0.5195856360005895,0.5246415769089193
T119,24000,60,1.0,1.0,0.694341442742403,0.6876908408923142,0.6876908408923142,0.6876908408923142,0.6899756522405343
T119,24000,72,1.0,1.0,0.5678329539887844,0.560948324235141,0.560948324235141,0.560948324235141,0.5633157994736961
T12,24000,60,1.0,1.0,0.553442582502843,0.5506386989797449,0.5506386989797449,0.5506386989797449,0.5513396698605193
T12,24000,72,1.0,1.0,0.5678059997730337,0.5721438967983284,0.5721438967983284,0.5721438967983284,0.5710594225420047
T120,24000,60,0.0,1.0,1.06784298317931,1.0101639723539446,1.06784298317931,1.0101639723539446,1.0245837250602858
T120,24000,72,0.0,1.0,0.7468864585951538,0.7240594439411562,0.7468864585951538,0.7240594439411562,0.7297661976046557
T121,24000,60,1.0,1.0,0.799508484649172,0.7360332990111639,0.7360332990111639,0.7360332990111639,0.7626772737797972
T121,24000,72,1.0,1.0,0.5342199330979736,0.5198184076775406,0.5198184076775406,0.5198184076775406,0.5258485143853614
T122,24000,60,0.6,1.0,0.5206665971736228,0.51243505159329,0.5154150370922188,0.51243505159329,0.5136140651362737
T122,24000,72,0.6,1.0,0.3818355892739544,0.3640732820769423,0.37066488884887244,0.3640732820769423,0.3666146557329239
T123,24000,60,0.0,1.0,0.5741339435935309,0.5711263599133589,0.5741339435935309,0.5711263599133589,0.5723642256404163
T123,24000,72,0.0,1.0,0.6257119809353338,0.641348315746804,0.6257119809353338,0.641348315746804,0.6348415116222133
T124,24000,60,0.0,1.0,0.5249817426662562,0.49373996745137877,0.5249817426662562,0.49373996745137877,0.5015329243118727
T124,24000,72,0.0,1.0,0.7043570559547034,0.71256480197338,0.7043570559547034,0.71256480197338,0.7104656452579724
T125,24000,60,1.0,1.0,0.7697659616869743,0.7653308613098657,0.7653308613098657,0.7653308613098657,0.7667284408135144
T125,24000,72,1.0,1.0,0.6654502448883757,0.6492226228302881,0.6492226228302881,0.6492226228302881,0.6546615040385524
T126,24000,60,1.0,1.0,0.650443113824885,0.6518402722719219,0.6518402722719219,0.6518402722719219,0.6512861045472816
T126,24000,72,1.0,1.0,0.5730611135203777,0.5346556628651106,0.5346556628651106,0.5346556628651106,0.5463169056245581
T127,24000,60,1.0,1.0,0.9856866334866363,0.9975395783708205,0.9975395783708205,0.9975395783708205,0.9923645235758828
T127,24000,72,1.0,1.0,0.4456606913696326,0.43208680407418615,0.43208680407418615,0.43208680407418615,0.437977993883287
T128,24000,60,1.0,1.0,0.5959215636170748,0.5836368683405038,0.5836368683405038,0.5836368683405038,0.5870675666500902
T128,24000,72,1.0,1.0,0.48558837786875564,0.4919204174606837,0.4919204174606837,0.4919204174606837,0.49014051471746267
T129,24000,60,1.0,1.0,0.6049323209517019,0.5986108881629273,0.5986108881629273,0.5986108881629273,0.5995591030812435
T129,24000,72,1.0,1.0,0.5626697387934194,0.5535305472481774,0.5535305472481774,0.5535305472481774,0.5549014259799637
T13,24000,60,1.0,1.0,0.8664746339546547,0.8757645642956768,0.8757645642956768,0.8757645642956768,0.8734420817104211
T13,24000,72,1.0,1.0,1.1385727352498212,1.1567482334174282,1.1567482334174282,1.1567482334174282,1.1522043588755264
T130,24000,60,0.0,1.0,3.747342369402863,3.7270981196998183,3.747342369402863,3.7270981196998183,3.7327665096166713
T130,24000,72,0.0,1.0,0.802860853772862,0.7590885556401792,0.802860853772862,0.7590885556401792,0.7713319385696078
T131,24000,60,1.0,1.0,0.954703809388367,0.8915729033769676,0.8915729033769676,0.8915729033769676,0.9063843566887982
T131,24000,72,1.0,1.0,1.0047419861162712,0.9992636842911721,0.9992636842911721,0.9992636842911721,1.0005424269035235
T132,24000,60,1.0,1.0,0.6427761789194256,0.6458229753599102,0.6458229753599102,0.6458229753599102,0.6446433640237971
T132,24000,72,1.0,1.0,0.44052438266064853,0.42631017638262736,0.42631017638262736,0.42631017638262736,0.4316336012768388
T133,24000,60,1.0,1.0,0.8687648859933501,0.8738852096324005,0.8738852096324005,0.8738852096324005,0.8727302551812016
T133,24000,72,1.0,1.0,0.4517324994431065,0.4408425171062171,0.4408425171062171,0.4408425171062171,0.4432881922952331
T134,24000,60,1.0,1.0,0.5133343027552264,0.48000286044832186,0.48000286044832186,0.48000286044832186,0.48833572102504785
T134,24000,72,1.0,1.0,0.3405436783731411,0.3375794255227026,0.3375794255227026,0.3375794255227026,0.3383204887353122
T135,24000,60,1.0,1.0,0.6214272238431627,0.5985660037893102,0.5985660037893102,0.5985660037893102,0.605424369805466
T135,24000,72,1.0,1.0,0.4798657110436514,0.466759206603377,0.466759206603377,0.466759206603377,0.47069115793545924
T136,24000,60,1.0,1.0,0.31985397301816787,0.30939450846210687,0.30939450846210687,0.30939450846210687,0.312418283033724
T136,24000,72,1.0,1.0,0.2909285472603032,0.2785992798595159,0.2785992798595159,0.2785992798595159,0.28217141543654145
T137,24000,60,1.0,1.0,0.5129195025489766,0.5084656070927699,0.5084656070927699,0.5084656070927699,0.5093925163948527
T137,24000,72,1.0,1.0,0.33196571910788913,0.3114688902060301,0.3114688902060301,0.3114688902060301,0.3157732242754205
T138,24000,60,1.0,1.0,0.7475175504927506,0.7419884920403582,0.7419884920403582,0.7419884920403582,0.7430943037308366
T138,24000,72,1.0,1.0,0.7051652257204811,0.7004220204029429,0.7004220204029429,0.7004220204029429,0.7013706614664506
T139,24000,60,1.0,1.0,0.3309580600159829,0.3183015629680394,0.3183015629680394,0.3183015629680394,0.3225318841980374
T139,24000,72,1.0,1.0,0.49346582427008595,0.48108243751521557,0.48108243751521557,0.48108243751521557,0.4852138612207583
T14,24000,60,1.0,1.0,0.6105561766157432,0.6052052926767649,0.6052052926767649,0.6052052926767649,0.6074105206088036
T14,24000,72,1.0,1.0,0.7183562939691376,0.7226107946911938,0.7226107946911938,0.7226107946911938,0.720812865796246
T140,24000,60,1.0,1.0,0.6959862256721291,0.6799219545187194,0.6799219545187194,0.6799219545187194,0.6855444494224127
T140,24000,72,1.0,1.0,0.697697274683039,0.6974145741746077,0.6974145741746077,0.6974145741746077,0.6975135193525588
T141,24000,60,1.0,1.0,0.9939694169295294,0.9963988944822036,0.9963988944822036,0.9963988944822036,0.9958610190204672
T141,24000,72,1.0,1.0,0.8099083240264304,0.8116354105483234,0.8116354105483234,0.8116354105483234,0.8112566285296741
T142,24000,60,1.0,1.0,0.6291343284430175,0.6357644944304173,0.6357644944304173,0.6357644944304173,0.6340720832314981
T142,24000,72,1.0,1.0,1.0353577949082022,1.0488198282527081,1.0488198282527081,1.0488198282527081,1.0453813321748737
T143,24000,60,1.0,1.0,0.6887367512465562,0.6775619701928465,0.6775619701928465,0.6775619701928465,0.681473143561645
T143,24000,72,1.0,1.0,0.6333240954707282,0.6257286720222746,0.6257286720222746,0.6257286720222746,0.6283870702292333
T144,24000,60,0.0,1.0,0.5665466063156426,0.5620475509103104,0.5665466063156426,0.5620475509103104,0.5634295113136969
T144,24000,72,0.0,1.0,0.5626777338701087,0.5583797430840681,0.5626777338701087,0.5583797430840681,0.5596982741177761
T145,24000,60,1.0,1.0,0.682156408219177,0.6854665753073474,0.6854665753073474,0.6854665753073474,0.6842583643201652
T145,24000,72,1.0,1.0,1.7865485071954514,1.8050388224452014,1.8050388224452014,1.8050388224452014,1.7982696753954515
T146,24000,60,1.0,1.0,0.5904979862939568,0.5751128575447427,0.5751128575447427,0.5751128575447427,0.5780322568610952
T146,24000,72,1.0,1.0,0.7402929634084475,0.7313834229622979,0.7313834229622979,0.7313834229622979,0.7330720811650433
T147,24000,60,1.0,1.0,0.889962985614871,0.8998097215151181,0.8998097215151181,0.8998097215151181,0.8982365914353823
T147,24000,72,1.0,1.0,0.9709835987483466,0.9737296491043591,0.9737296491043591,0.9737296491043591,0.9733040112991773
T148,24000,60,0.0,1.0,0.6085884685291898,0.5960603416082055,0.6085884685291898,0.5960603416082055,0.6006331079343649
T148,24000,72,0.0,1.0,0.9533722875072845,0.9772232237430732,0.9533722875072845,0.9772232237430732,0.9683293039929224
T149,24000,60,1.0,1.0,0.7765064041198491,0.7857545038389047,0.7857545038389047,0.7857545038389047,0.7825176689372354
T149,24000,72,1.0,1.0,0.4954087464475901,0.4822624002802693,0.4822624002802693,0.4822624002802693,0.48686362143883155
T15,24000,60,1.0,1.0,0.5067984726577203,0.5049909234844504,0.5049909234844504,0.5049909234844504,0.505139063859126
T15,24000,72,1.0,1.0,0.5254792228960662,0.5144467131706405,0.5144467131706405,0.5144467131706405,0.515380686917851
T150,24000,60,0.0,1.0,0.8661616255127305,0.8375104911089378,0.8661616255127305,0.8375104911089378,0.8456634550620136
T150,24000,72,0.0,1.0,1.3202987101611738,1.3596902082317557,1.3202987101611738,1.3596902082317557,1.3484544007206218
T151,24000,60,0.0,1.0,0.6809282521191756,0.6909410314346786,0.6809282521191756,0.6909410314346786,0.6883207098929566
T151,24000,72,0.0,1.0,0.4931656013250128,0.48070724851423524,0.4931656013250128,0.48070724851423524,0.4839440119294105
T152,24000,60,0.0,1.0,0.5666267678797402,0.5627689784472636,0.5666267678797402,0.5627689784472636,0.5639263152770064
T152,24000,72,0.0,1.0,0.9324884400526909,0.9150304750113248,0.9324884400526909,0.9150304750113248,0.9202678645237345
T153,24000,60,1.0,1.0,0.9738594602484787,0.9651733111429397,0.9651733111429397,0.9651733111429397,0.9701073536897826
T153,24000,72,1.0,1.0,0.7584857127748043,0.756316176380531,0.756316176380531,0.756316176380531,0.7575434484155381
T154,24000,60,1.0,1.0,0.6299377798880582,0.6369280203098314,0.6369280203098314,0.6369280203098314,0.6344814361622108
T154,24000,72,1.0,1.0,0.49213291557652394,0.4898951965347487,0.4898951965347487,0.4898951965347487,0.49067839819937004
T155,24000,60,0.0,1.0,0.45748617717306866,0.4446867183563311,0.45748617717306866,0.4446867183563311,0.4490905305451583
T155,24000,72,0.0,1.0,0.7679571387101524,0.7558890515870936,0.7679571387101524,0.7558890515870936,0.7600444491486977
T156,24000,60,0.0,1.0,1.9682061794921544,1.9931331388263949,1.9682061794921544,1.9931331388263949,1.985869319472099
T156,24000,72,0.0,1.0,0.5453369293148063,0.5287281470535699,0.5453369293148063,0.5287281470535699,0.5334616499980223
T157,24000,60,1.0,1.0,1.1870933236633072,1.1681815308369594,1.1681815308369594,1.1681815308369594,1.1730485023018289
T157,24000,72,1.0,1.0,1.562229414666523,1.576886112676728,1.576886112676728,1.576886112676728,1.5729851328692206
T158,24000,60,1.0,1.0,0.5414404132422763,0.5294910214717254,0.5294910214717254,0.5294910214717254,0.5309175866224934
T158,24000,72,1.0,1.0,0.6170656461112984,0.6139669046794191,0.6139669046794191,0.6139669046794191,0.6143253296088911
T159,24000,60,0.0,1.0,0.5964570672831578,0.5582376062037768,0.5964570672831578,0.5582376062037768,0.5652667758531346
T159,24000,72,0.0,1.0,1.0814681704927207,1.1755308162364788,1.0814681704927207,1.1755308162364788,1.158081894909062
T16,24000,60,1.0,1.0,0.4716992051595797,0.4653147737941709,0.4653147737941709,0.4653147737941709,0.46777099613212236
T16,24000,72,1.0,1.0,0.6221560645869777,0.6160521514832857,0.6160521514832857,0.6160521514832857,0.6183911131064005
T160,24000,60,1.0,1.0,1.177210539898598,1.1028208802757822,1.1028208802757822,1.1028208802757822,1.1187908081302926
T160,24000,72,1.0,1.0,0.7296224803168251,0.7088539803451192,0.7088539803451192,0.7088539803451192,0.7132901951191187
T161,24000,60,0.0,1.0,0.621841285461924,0.6116855714584394,0.621841285461924,0.6116855714584394,0.6157420708418913
T161,24000,72,0.0,1.0,0.6559131173491275,0.6626503276179936,0.6559131173491275,0.6626503276179936,0.659802931926626
T162,24000,60,0.0,1.0,0.9184198609560379,0.9078202554095801,0.9184198609560379,0.9078202554095801,0.9118148525969529
T162,24000,72,0.0,1.0,0.6071141875807171,0.6246082747816915,0.6071141875807171,0.6246082747816915,0.6177242336351526
T163,24000,60,1.0,1.0,0.8397506712688447,0.7783900392071162,0.7783900392071162,0.7783900392071162,0.7995210851454975
T163,24000,72,1.0,1.0,0.575345854970438,0.563213243478449,0.563213243478449,0.563213243478449,0.5673688015240137
T164,24000,60,1.0,1.0,0.7770176331481812,0.7874438438159964,0.7874438438159964,0.7874438438159964,0.7830705764853043
T164,24000,72,1.0,1.0,0.8248882809722788,0.8444997965442569,0.8444997965442569,0.8444997965442569,0.8363041275985857
T165,24000,60,1.0,1.0,0.3829337264879058,0.39141517888753286,0.39141517888753286,0.39141517888753286,0.3892948157876261
T165,24000,72,1.0,1.0,0.43511371049074554,0.4307429858465163,0.4307429858465163,0.4307429858465163,0.4318356670075735
T166,24000,60,0.0,1.0,1.1927379641429734,1.232625256752299,1.1927379641429734,1.232625256752299,1.2228393090921807
T166,24000,72,0.0,1.0,0.47321247780521936,0.4613677917928463,0.47321247780521936,0.4613677917928463,0.46426816594885506
T167,24000,60,1.0,1.0,0.721374296484,0.7218125852135723,0.7218125852135723,0.7218125852135723,0.7216819123246665
T167,24000,72,1.0,1.0,0.8876040200237519,0.8880429570136329,0.8880429570136329,0.8880429570136329,0.8879156530578374
T168,24000,60,0.0,1.0,0.9481407551538376,0.9444309409368604,0.9481407551538376,0.9444309409368604,0.9453583944911049
T168,24000,72,0.0,1.0,0.7342143198830741,0.7611657534281414,0.7342143198830741,0.7611657534281414,0.7544278950418745
T169,24000,60,1.0,1.0,0.5293017344612644,0.5273580219353142,0.5273580219353142,0.5273580219353142,0.5282326925719916
T169,24000,72,1.0,1.0,0.661206153057236,0.6873213841513559,0.6873213841513559,0.6873213841513559,0.675569530159002
T17,24000,60,0.0,1.0,0.4592099713712413,0.4738024451547053,0.4592099713712413,0.4738024451547053,0.4664064750187273
T17,24000,72,0.0,1.0,0.6374890537344776,0.6385697485628433,0.6374890537344776,0.6385697485628433,0.6379874398909584
T170,24000,60,1.0,1.0,0.8879392889895816,0.9030652240661484,0.9030652240661484,0.9030652240661484,0.9013919463416679
T170,24000,72,1.0,1.0,0.8188662857982416,0.815332486164999,0.815332486164999,0.815332486164999,0.8157044610273955
T171,24000,60,1.0,1.0,1.186514582181187,1.2370885698843561,1.2370885698843561,1.2370885698843561,1.2219163735734055
T171,24000,72,1.0,1.0,0.5857955166234005,0.5775573378784362,0.5775573378784362,0.5775573378784362,0.5800287915019255
T172,24000,60,1.0,1.0,0.5457026330039177,0.5572065361062888,0.5572065361062888,0.5572065361062888,0.5549061745342605
T172,24000,72,1.0,1.0,0.5164512170145398,0.5231586323412162,0.5231586323412162,0.5231586323412162,0.5218260700440046
T173,24000,60,1.0,1.0,0.7914671418698368,0.8267177902057646,0.8267177902057646,0.8267177902057646,0.8137825005715346
T173,24000,72,1.0,1.0,0.7062509443078709,0.6470099885171261,0.6470099885171261,0.6470099885171261,0.6685990344740489
T174,24000,60,1.0,1.0,1.006544509879231,1.0471346740068723,1.0471346740068723,1.0471346740068723,1.028869100149434
T174,24000,72,1.0,1.0,0.7878110291283353,0.7864396644100927,0.7864396644100927,0.7864396644100927,0.7870567785333019
T175,24000,60,1.0,1.0,0.3390673216894927,0.3344897318816435,0.3344897318816435,0.3344897318816435,0.33654964729517567
T175,24000,72,1.0,1.0,0.383672746971887,0.35281164639633933,0.35281164639633933,0.35281164639633933,0.36669914165533574
T176,24000,60,1.0,1.0,0.3963261180144048,0.3770422773094156,0.3770422773094156,0.3770422773094156,0.3851398645451574
T176,24000,72,1.0,1.0,0.336054524854944,0.3216493072760728,0.3216493072760728,0.3216493072760728,0.3276862271242311
T177,24000,60,1.0,1.0,0.3472144572651138,0.2910326298923614,0.2910326298923614,0.2910326298923614,0.31404480617677705
T177,24000,72,1.0,1.0,0.17609902739420435,0.17509378087954722,0.17509378087954722,0.17509378087954722,0.17550056497848796
T178,24000,60,1.0,1.0,0.36658983430430997,0.3297723540766711,0.3297723540766711,0.3297723540766711,0.3444993461677267
T178,24000,72,1.0,1.0,0.2569648793692888,0.2520686128518167,0.2520686128518167,0.2520686128518167,0.2540271194588055
T179,24000,60,1.0,1.0,0.4317721435343737,0.361520310297906,0.361520310297906,0.361520310297906,0.38962104359249305
T179,24000,72,1.0,1.0,0.24166169313547003,0.22970227322087675,0.22970227322087675,0.22970227322087675,0.23448604118671407
T18,24000,60,1.0,1.0,1.4782273454024761,1.511534114395753,1.511534114395753,1.511534114395753,1.5018087263403996
T18,24000,72,1.0,1.0,0.5060980483677037,0.49840062437134186,0.49840062437134186,0.49840062437134186,0.5006257749948066
T180,24000,60,1.0,1.0,0.29899864735858556,0.28425643436107484,0.28425643436107484,0.28425643436107484,0.2883687200833783
T180,24000,72,1.0,1.0,0.7129979504211421,0.7160068002919259,0.7160068002919259,0.7160068002919259,0.7151461402834418
T181,24000,60,1.0,1.0,0.5216701885821917,0.494876794819149,0.494876794819149,0.494876794819149,0.5049069902951713
T181,24000,72,1.0,1.0,0.3697063131191341,0.3553837990523747,0.3553837990523747,0.3553837990523747,0.3607509502706533
T182,24000,60,1.0,1.0,0.5254219791708817,0.5192043640579955,0.5192043640579955,0.5192043640579955,0.5217607831441576
T182,24000,72,1.0,1.0,0.4955229466751727,0.4848709291916662,0.4848709291916662,0.4848709291916662,0.4892822639742603
T183,24000,60,1.0,1.0,0.3712572326946749,0.36473203482680333,0.36473203482680333,0.36473203482680333,0.3671951059373545
T183,24000,72,1.0,1.0,0.8123269137718473,0.7905539749231139,0.7905539749231139,0.7905539749231139,0.7988226604364623
T184,24000,60,1.0,1.0,0.17521656106707226,0.16411328349175752,0.16411328349175752,0.16411328349175752,0.16744426676435192
T184,24000,72,1.0,1.0,0.3599892379792764,0.33332732597643405,0.33332732597643405,0.33332732597643405,0.34132589957728665
T185,24000,60,1.0,1.0,0.5772409696182053,0.5733346411190778,0.5733346411190778,0.5733346411190778,0.5742765460418037
T185,24000,72,1.0,1.0,0.42655345256838856,0.4144141412409196,0.4144141412409196,0.4144141412409196,0.41738114516672553
T186,24000,60,1.0,1.0,0.23391157338432372,0.2238021541622461,0.2238021541622461,0.2238021541622461,0.22752805754570046
T186,24000,72,1.0,1.0,0.2374090216725631,0.23970895779155096,0.23970895779155096,0.23970895779155096,0.2387786439728617
T187,24000,60,1.0,1.0,0.43896747712145956,0.4408726915617709,0.4408726915617709,0.4408726915617709,0.44039638795169295
T187,24000,72,1.0,1.0,0.3395285529143623,0.3240827820505998,0.3240827820505998,0.3240827820505998,0.3279442247665404
T188,24000,60,1.0,1.0,0.4937796129064341,0.4814540339025159,0.4814540339025159,0.4814540339025159,0.48600006068922336
T188,24000,72,1.0,1.0,0.3440845617098237,0.33314471269721824,0.33314471269721824,0.33314471269721824,0.3371767530659621
T189,24000,60,1.0,1.0,0.6917911957071134,0.6709337678527681,0.6709337678527681,0.6709337678527681,0.678418461624565
T189,24000,72,1.0,1.0,0.31913693917350744,0.29653023209862195,0.29653023209862195,0.29653023209862195,0.3046205716488485
T19,24000,60,1.0,1.0,0.8198746013166249,0.7708724270521201,0.7708724270521201,0.7708724270521201,0.7880231880446968
T19,24000,72,1.0,1.0,0.730104988194912,0.7389568013280394,0.7389568013280394,0.7389568013280394,0.7358586667314446
T190,24000,60,1.0,1.0,0.5516684791792751,0.5524718880820128,0.5524718880820128,0.5524718880820128,0.5522503590707674
T190,24000,72,1.0,1.0,0.2423162738282473,0.2323786399183796,0.2323786399183796,0.2323786399183796,0.23464745858260644
T191,24000,60,1.0,1.0,0.8002125251004488,0.7960287401981431,0.7960287401981431,0.7960287401981431,0.7973240940668334
T191,24000,72,1.0,1.0,0.41119058730332875,0.38733704647809575,0.38733704647809575,0.38733704647809575,0.3947219105193722
T192,24000,60,1.0,1.0,0.3933557309946495,0.38324630634755424,0.38324630634755424,0.38324630634755424,0.38567250770265576
T192,24000,72,1.0,1.0,0.720452545809965,0.6991400709660265,0.6991400709660265,0.6991400709660265,0.704248311144777
T193,24000,60,1.0,1.0,1.5219041326591025,1.5279645413847271,1.5279645413847271,1.5279645413847271,1.5264494392033208
T193,24000,72,1.0,1.0,0.3482716262099854,0.33786054379728847,0.33786054379728847,0.33786054379728847,0.3404633144004626
T194,24000,60,1.0,1.0,0.4983472819611681,0.4144008015644323,0.4144008015644323,0.4144008015644323,0.4466708702046759
T194,24000,72,1.0,1.0,0.25835709291380127,0.2502412998653012,0.2502412998653012,0.2502412998653012,0.25329981459014117
T195,24000,60,0.0,1.0,0.45092306994715114,0.43078442115757554,0.45092306994715114,0.43078442115757554,0.43900962771310936
T195,24000,72,0.0,1.0,0.15115185767729275,0.15007005355949646,0.15115185767729275,0.15007005355949646,0.15051168884590718
T196,24000,60,1.0,1.0,0.3185249779543365,0.2566852380045993,0.2566852380045993,0.2566852380045993,0.2937890819744416
T196,24000,72,1.0,1.0,0.23552341426840023,0.2193537432167928,0.2193537432167928,0.2193537432167928,0.22905554584775728
T197,24000,60,1.0,1.0,0.9711391098933354,0.826928101349076,0.826928101349076,0.826928101349076,0.8650981284371817
T197,24000,72,1.0,1.0,0.13738044510498892,0.13532279156455418,0.13532279156455418,0.13532279156455418,0.13586695017850964
T198,24000,60,1.0,1.0,0.6412887328481272,0.5830137916214143,0.5830137916214143,0.5830137916214143,0.5949437697031662
T198,24000,72,1.0,1.0,0.3098596903849657,0.32483455422444724,0.32483455422444724,0.32483455422444724,0.3217553122857596
T199,24000,60,1.0,1.0,0.6751258478700594,0.5121947676521161,0.5121947676521161,0.5121947676521161,0.561074091717499
T199,24000,72,1.0,1.0,0.10500783638108498,0.10091512545804446,0.10091512545804446,0.10091512545804446,0.10214293873495661
T2,24000,60,1.0,1.0,0.7859225189771872,0.7543297293207519,0.7543297293207519,0.7543297293207519,0.7612695295970998
T2,24000,72,1.0,1.0,0.8796173068285652,0.7972793309928929,0.7972793309928929,0.7972793309928929,0.8153501983519675
T20,24000,60,1.0,1.0,0.5294253679798967,0.4402474045167282,0.4402474045167282,0.4402474045167282,0.4709935754386879
T20,24000,72,1.0,1.0,0.44855237298468176,0.44629319812011514,0.44629319812011514,0.44629319812011514,0.4470705558397893
T200,24000,60,1.0,1.0,0.26355009333851315,0.23471764096216008,0.23471764096216008,0.23471764096216008,0.2466785900832459
T200,24000,72,1.0,1.0,0.1492407368533251,0.14728829555514544,0.14728829555514544,0.14728829555514544,0.1480974196686968
